,time,points
0,0.005158901214599609,-8.198473282442748
1,0.011339664459228516,-8.083969465648854
2,0.0175020694732666,-7.450381679389313
3,0.023667097091674805,-6.442748091603053
4,0.029850006103515625,-5.091603053435114
5,0.036040306091308594,-3.519083969465649
6,0.04221940040588379,-1.786259541984733
7,0.04839801788330078,0.061068702290076333
8,0.054576873779296875,0.16030534351145037
9,0.06075477600097656,3.732824427480916
10,0.06694221496582031,5.152671755725191
11,0.0731208324432373,6.206106870229007
12,0.07930183410644531,6.9465648854961835
13,0.08548092842102051,7.2748091603053435
14,0.0916600227355957,7.091603053435114
15,0.09784483909606934,6.541984732824427
16,0.10402488708496094,5.633587786259542
17,0.11020350456237793,4.3816793893129775
18,0.11638212203979492,2.6717557251908395
19,0.1225593090057373,1.015267175572519
20,0.12874054908752441,-0.6641221374045801
21,0.13492584228515625,-2.3053435114503817
22,0.14110469818115234,-3.7786259541984735
23,0.14728593826293945,-5.068702290076335
24,0.15347862243652344,-6.183206106870229
25,0.15965795516967773,-6.824427480916031
26,0.16584444046020508,-7.0458015267175576
27,0.17202401161193848,-6.931297709923665
28,0.17820286750793457,-6.450381679389313
29,0.18438172340393066,-5.450381679389313
30,0.19055986404418945,-4.244274809160306
31,0.1967458724975586,-2.8702290076335877
32,0.2029247283935547,-1.3587786259541985
33,0.2091045379638672,0.22137404580152673
34,0.21528363227844238,0.022900763358778626
35,0.22146248817443848,3.3740458015267176
36,0.22764182090759277,4.541984732824427
37,0.23381972312927246,5.374045801526718
38,0.23999714851379395,5.9465648854961835
39,0.2461836338043213,6.1679389312977095
40,0.2523622512817383,5.9541984732824424
41,0.2585415840148926,5.442748091603053
42,0.26471948623657227,4.641221374045801
43,0.27089810371398926,3.5343511450381677
44,0.277083158493042,2.282442748091603
45,0.2832620143890381,0.6259541984732825
46,0.2894415855407715,-0.7938931297709924
47,0.2956223487854004,-2.183206106870229
48,0.3018009662628174,-3.435114503816794
49,0.30798840522766113,-4.4961832061068705
50,0.31416821479797363,-5.419847328244275
51,0.3203468322753906,-3.9618320610687023
52,0.326526403427124,-6.0534351145038165
53,0.3327052593231201,-5.862595419847328
54,0.3388853073120117,-5.396946564885496
55,0.34507203102111816,-4.656488549618321
56,0.35125088691711426,-3.4427480916030535
57,0.35743069648742676,-2.236641221374046
58,0.36361169815063477,-0.9236641221374046
59,0.37042713165283203,0.6641221374045801
60,0.3791780471801758,2.2900763358778624
61,0.3879261016845703,3.7938931297709924
62,0.3966860771179199,4.816793893129771
63,0.40543174743652344,5.221374045801527
64,0.41417503356933594,5.0
65,0.42291808128356934,4.137404580152672
66,0.43166351318359375,2.7480916030534353
67,0.44040870666503906,1.0458015267175573
68,0.4491541385650635,-0.5877862595419847
69,0.4578986167907715,-2.3053435114503817
70,0.4666447639465332,-3.7786259541984735
71,0.47868967056274414,-4.969465648854962
72,0.4925723075866699,-5.00763358778626
73,0.5064821243286133,-3.7404580152671754
74,0.520362138748169,-1.4427480916030535
75,0.5342624187469482,1.1526717557251909
76,0.5481386184692383,3.2977099236641223
77,0.5620195865631104,4.320610687022901
78,0.575941801071167,4.0
79,0.5898206233978271,2.4427480916030535
80,0.6037006378173828,0.19083969465648856
81,0.6175868511199951,-2.1374045801526718
82,0.6314718723297119,-3.786259541984733
83,0.6453595161437988,-4.374045801526718
84,0.659245491027832,-3.7404580152671754
85,0.67315673828125,-2.1297709923664123
86,0.6870479583740234,-1.9236641221374047
87,0.7009692192077637,0.0916030534351145
88,0.714860200881958,3.3282442748091605
89,0.7287468910217285,3.564885496183206
90,0.7426326274871826,2.6564885496183206
91,0.756523847579956,0.9312977099236641
92,0.7704379558563232,-1.0763358778625953
93,0.7843303680419922,-2.732824427480916
94,0.7982139587402344,-3.5343511450381677
95,0.8121016025543213,-3.435114503816794
96,0.8259885311126709,-2.3969465648854964
97,0.8399102687835693,-0.6870229007633588
98,0.8538022041320801,1.0610687022900764
99,0.8677539825439453,2.4198473282442747
100,0.8816711902618408,2.931297709923664
101,0.8955810070037842,2.50381679389313
102,0.9094696044921875,1.297709923664122
103,0.9233741760253906,-0.2748091603053435
104,0.9372684955596924,-1.8396946564885497
105,0.9511542320251465,-2.816793893129771
106,0.9650609493255615,-2.9923664122137406
107,0.9789745807647705,-2.3587786259541983
108,0.9928627014160156,-1.1374045801526718
109,1.0067708492279053,0.3511450381679389
110,1.0206568241119385,1.6412213740458015
111,1.0345656871795654,2.3053435114503817
112,1.0484528541564941,2.2061068702290076
113,1.0623388290405273,1.381679389312977
114,1.076244831085205,0.11450381679389313
115,1.090132236480713,-1.1755725190839694
116,1.1040229797363281,-2.1297709923664123
117,1.1179070472717285,-2.4656488549618323
118,1.1317927837371826,-2.1374045801526718
119,1.1456811428070068,-1.2442748091603053
120,1.1595680713653564,-0.09923664122137404
121,1.1735141277313232,1.0229007633587786
122,1.187401294708252,1.702290076335878
123,1.2012865543365479,1.8244274809160306
124,1.215177297592163,1.297709923664122
125,1.2290637493133545,0.33587786259541985
126,1.2429566383361816,-0.7251908396946565
127,1.2568516731262207,-1.5419847328244274
128,1.2707395553588867,-2.0076335877862594
129,1.2846500873565674,-1.8473282442748091
130,1.2985365390777588,-1.2366412213740459
131,1.3124244213104248,-0.2824427480916031
132,1.3263161182403564,0.6183206106870229
133,1.3402037620544434,1.2290076335877862
134,1.3541111946105957,1.4122137404580153
135,1.3679945468902588,1.083969465648855
136,1.3819007873535156,0.366412213740458
137,1.395796298980713,-0.4580152671755725
138,1.4096741676330566,-1.1908396946564885
139,1.423553228378296,-1.5725190839694656
140,1.4374456405639648,-1.5419847328244274
141,1.4513235092163086,-1.083969465648855
142,1.465223789215088,-0.366412213740458
143,1.4791285991668701,0.3435114503816794
144,1.4930052757263184,0.8549618320610687
145,1.506882667541504,1.0458015267175573
146,1.520759105682373,0.8320610687022901
147,1.5346364974975586,0.2824427480916031
148,1.5485222339630127,-0.366412213740458
149,1.5624041557312012,-0.9236641221374046
150,1.5763142108917236,-1.2213740458015268
151,1.5901942253112793,-1.2061068702290076
152,1.604093313217163,-0.8778625954198473
153,1.6179683208465576,-0.35877862595419846
154,1.6318449974060059,0.22900763358778625
155,1.645740032196045,0.6030534351145038
156,1.6596167087554932,0.732824427480916
157,1.6735384464263916,0.5725190839694656
158,1.6874189376831055,0.17557251908396945
159,1.7012968063354492,-0.33587786259541985
160,1.7152297496795654,-0.7709923664122137
161,1.7291088104248047,-0.9618320610687023
162,1.742985725402832,-0.9312977099236641
163,1.756885051727295,-0.6870229007633588
164,1.7707633972167969,-0.2824427480916031
165,1.784684181213379,0.15267175572519084
166,1.7985622882843018,0.42748091603053434
167,1.8124396800994873,0.5114503816793893
168,1.826338529586792,0.33587786259541985
169,1.8402149677276611,0.03816793893129771
170,1.8540995121002197,-0.3511450381679389
171,1.8679752349853516,-0.6335877862595419
172,1.8818788528442383,-0.7709923664122137
173,1.8957610130310059,-0.7099236641221374
174,1.9096400737762451,-0.4961832061068702
175,1.9235215187072754,-0.1984732824427481
176,1.9373955726623535,0.0916030534351145
177,1.9512717723846436,0.2900763358778626
178,1.9651479721069336,0.29770992366412213
179,1.9790503978729248,0.1297709923664122
180,1.9929280281066895,-0.10687022900763359
181,2.0068116188049316,-0.35877862595419846
182,2.020690679550171,-0.5648854961832062
183,2.0345687866210938,-0.6183206106870229
184,2.0484471321105957,-0.5572519083969466
185,2.0623247623443604,-0.35877862595419846
186,2.0762276649475098,-0.10687022900763359
187,2.0901055335998535,0.10687022900763359
188,2.104003429412842,0.183206106870229
189,2.11787748336792,0.11450381679389313
190,2.1317527294158936,1.9465648854961832
191,2.145648717880249,-0.1984732824427481
192,2.159526824951172,-0.3893129770992366
193,2.1734042167663574,-0.5038167938931297
194,2.1873269081115723,-0.4961832061068702
195,2.2012057304382324,-0.3969465648854962
196,2.2151010036468506,-0.19083969465648856
197,2.22898006439209,-0.03816793893129771
198,2.2428553104400635,0.05343511450381679
199,2.2567546367645264,0.06870229007633588
