,time,points
0,0.005143880844116211,6.984732824427481
1,0.011323690414428711,5.908396946564886
2,0.017511606216430664,7.145038167938932
3,0.02369523048400879,7.938931297709924
4,0.029877662658691406,8.702290076335878
5,0.03606224060058594,9.511450381679388
6,0.04224753379821777,5.106870229007634
7,0.04842782020568848,3.2061068702290076
8,0.054608821868896484,2.1603053435114505
9,0.060791015625,1.9083969465648856
10,0.06697416305541992,1.4351145038167938
11,0.07315611839294434,0.13740458015267176
12,0.07933878898620605,-1.450381679389313
13,0.08552050590515137,-3.068702290076336
14,0.09170103073120117,-4.305343511450381
15,0.09788370132446289,-5.076335877862595
16,0.10406494140625,-5.656488549618321
17,0.11024641990661621,-6.259541984732825
18,0.11642837524414062,-7.061068702290076
19,0.12261009216308594,-7.8320610687022905
20,0.12879228591918945,-8.709923664122137
21,0.13497447967529297,-9.038167938931299
22,0.14115619659423828,-8.801526717557252
23,0.1473395824432373,-8.091603053435115
24,0.15352296829223633,-7.221374045801527
25,0.15970635414123535,-6.015267175572519
26,0.16588926315307617,-7.305343511450381
27,0.1720714569091797,-8.061068702290076
28,0.1782515048980713,-7.984732824427481
29,0.1844336986541748,-6.473282442748092
30,0.19061541557312012,-4.290076335877862
31,0.19679760932922363,-2.732824427480916
32,0.20298004150390625,-3.0839694656488548
33,0.20916318893432617,-3.2977099236641223
34,0.2153458595275879,-1.9694656488549618
35,0.2215282917022705,0.17557251908396945
36,0.22771024703979492,0.1450381679389313
37,0.23389124870300293,2.854961832061069
38,0.24007225036621094,3.053435114503817
39,0.24625444412231445,3.5877862595419847
40,0.25243616104125977,4.984732824427481
41,0.258617639541626,6.213740458015267
42,0.264801025390625,7.038167938931298
43,0.2709825038909912,7.152671755725191
44,0.27716612815856934,6.4961832061068705
45,0.28334856033325195,6.564885496183206
46,0.28953027725219727,6.312977099236641
47,0.2957119941711426,6.198473282442748
48,0.3018944263458252,6.595419847328245
49,0.3080735206604004,7.244274809160306
50,0.3142547607421875,7.290076335877862
51,0.3204364776611328,7.1679389312977095
52,0.3266184329986572,5.961832061068702
53,0.33279991149902344,4.816793893129771
54,0.33898091316223145,3.9160305343511452
55,0.34516167640686035,3.2900763358778624
56,0.35262084007263184,2.6564885496183206
57,0.3613729476928711,1.5038167938931297
58,0.3701283931732178,-0.5725190839694656
59,0.37888073921203613,-2.351145038167939
60,0.3876326084136963,-3.2977099236641223
61,0.39638400077819824,-3.9923664122137406
62,0.4051356315612793,-5.229007633587786
63,0.41388535499572754,-6.786259541984733
64,0.4226346015930176,-7.572519083969466
65,0.4313850402832031,-7.374045801526718
66,0.4401357173919678,-6.885496183206107
67,0.4489758014678955,-6.412213740458015
68,0.4627094268798828,-4.824427480916031
69,0.47659897804260254,-6.290076335877862
70,0.4904904365539551,-4.030534351145038
71,0.5043821334838867,-2.5267175572519083
72,0.5182774066925049,-0.05343511450381679
73,0.5321731567382812,2.801526717557252
74,0.546065092086792,2.9618320610687023
75,0.5599818229675293,6.473282442748092
76,0.5738692283630371,5.67175572519084
77,0.587756872177124,4.580152671755725
78,0.6016435623168945,3.946564885496183
79,0.6155328750610352,6.106870229007634
80,0.6294188499450684,3.7786259541984735
81,0.6433048248291016,3.2900763358778624
82,0.6572170257568359,1.1603053435114503
83,0.6711053848266602,-1.4961832061068703
84,0.684990644454956,-2.3587786259541983
85,0.6988763809204102,-4.351145038167939
86,0.7127678394317627,-5.740458015267175
87,0.7266511917114258,-6.236641221374046
88,0.7405405044555664,-6.152671755725191
89,0.7544562816619873,-4.816793893129771
90,0.7683446407318115,-4.6106870229007635
91,0.7822349071502686,-4.8396946564885495
92,0.7961196899414062,-3.6564885496183206
93,0.8100104331970215,-1.7709923664122138
94,0.8238930702209473,1.3511450381679388
95,0.8377528190612793,2.4732824427480917
96,0.8516652584075928,2.030534351145038
97,0.8655571937561035,5.541984732824427
98,0.8794450759887695,3.9618320610687023
99,0.8933682441711426,4.0458015267175576
100,0.9072558879852295,5.564885496183206
101,0.9211437702178955,3.9389312977099236
102,0.9350402355194092,3.0
103,0.9489264488220215,2.0381679389312977
104,0.9628422260284424,-0.648854961832061
105,0.9767265319824219,-1.5267175572519085
106,0.990617036819458,-3.0076335877862594
107,1.0045053958892822,-4.465648854961832
108,1.0183913707733154,-5.290076335877862
109,1.0322833061218262,-5.320610687022901
110,1.046168327331543,-4.786259541984733
